           1           0           0           0           0           0
           2           0           0           1           1           0
           3           0           0           0           0           0
           4           0           0           0           0           0
           5           0           1           0           0           1
           6           0           0           0           0           0
           7           0           0           0           0           0
           8           0           0           0           0           0
           9           0           0           0           0           0
          10           0           0           0           0           0
          11           0           0           0           0           0
          12           0           0           0           0           0
          13           0           0           0           0           0
          14           0           0           0           0           0
          15           0           0           0           0           0
          16           0           0           0           0           0
          17           0           0           0           0           0
          18           0           0           0           0           0
          19           0           0          15          16           0
          20           0           0           0           0           0
          21           0           0          18          19           0
          22           0           0           0           0          13
          23           0           0           0          19           0
          24           0           0           0           0          15
          25           0           0           0          14           0
          26           0           0           0           0          19
          27           0           0           0          17           0
          28           0           0           0           0          13
          29           0           0           0           0           0
          30           0           0           0           0          15
          31           0           0           0           0           0
          32           0           0           0           0          17
          33           0           0           0           0           0
          34           0           0           0           0           0
          35           0           0           0           0           0
          36           0           0           0           0           0
          37           0           0           0           0           0
          38           0           0           0           0           0
          39           0           0           0           0         220
          40           0           0           0           0           0
          41           0           0           0           0         173
          42           0           0           0           0           0
          43           0           0           0           0          36
          44           0           0           0           0           0
          45           0           0           0           0          21
          46           0           0           0         423           0
          47           0           0           0           0          42
          48           0           0           0          20           0
          49           0           0           0           0          18
          50           0           0           0          16           0
          51           0           0           0           0          37
          52           0           0          34          38           0
          53           0           0           0           0          40
          54           0           0           0          13           0
          55           0           0           0           0         151
          56           0           0           0          19          18
          57           0           0           0           0          96
          58           0           0           0          16          20
          59           0           0           0           0          31
          60           0           0           0           0          16
          61           0           0           0           0          21
          62           0           0           0           0          15
          63           0           0           0         335          25
          64           0           0           0           0          16
          65           0           0           0          35           0
          66           0           0           0           0          32
          67           0           0           0          28           0
          68           0           0           0           0          43
          69           0           0           0          45           0
          70           0           0           0           0          49
          71           0           0           0          14           0
          72           0           0           0           0         136
          73           0           0           0          31          64
          74           0           0           0           0          16
          75           0           0           0          51          31
          76           0           0           0           0          31
          77           0           0           0          16          21
          78           0           0           0           0          20
