1	5
2	4
3	4
4	3
5	3
6	3
7	3
8	3
9	3
10	2
11	2
12	2
13	2
14	11
15	9
16	9
17	19
18	18
19	18
20	17
21	17
22	15
23	15
24	15
25	13
26	13
27	13
28	13
29	13
30	12
31	12
32	12
33	12
34	12
35	12
36	12
37	12
38	12
39	12
40	12
41	9
42	32
43	28
44	26
45	77
46	72
47	70
48	69
49	66
50	65
51	64
52	62
53	61
54	60
55	60
56	60
57	59
58	53
59	50
60	50
61	42
62	41
63	41
64	41
65	40
66	40
67	40
68	40
69	35
70	82
71	78
72	68
73	227
74	209
75	203
76	200
77	196
78	189
79	185
80	180
81	175
82	165
83	162
84	161
85	376
86	370
87	363
88	1154
89	1355
90	1308
91	1272
92	1310
93	1505
94	1469
95	1430
96	1477
97	1629
98	1578
99	1531
100	2286
101	2171
102	2085
103	2084
104	2276
105	2203
106	2164
107	2254
108	2425
109	2348
110	2307
111	2398
112	2596
113	2496
114	2408
115	2821
116	2774
117	2526
118	2483
119	2568
120	2645
121	2538
122	2511
123	2608
124	2798
125	2714
126	2669
127	2931
128	2669
129	2460
130	2722
131	2641
132	2531
133	2583
134	2777
135	2689
136	2520
137	2573
138	2836
139	2723
140	3231
141	3221
142	3287
143	3162
144	3001
145	3070
146	3273
147	3244
148	3615
149	3643
150	3741
151	3665
152	3581
153	3610
154	2924
155	3618
156	3752
157	3739
158	3703
159	3649
160	3626
161	3606
162	3551
163	4074
164	4195
165	4138
166	4098
167	3945
168	2240
169	3637
170	3463
171	3396
172	3296
173	3175
174	3069
175	1374
176	2864
177	2681
178	2636
179	2610
180	2555
181	2516
182	1526
183	2067
184	2372
185	2261
186	2193
187	2179
188	2151
189	1365
190	1645
191	1988
192	2677
193	2647
194	2688
195	2688
196	1883
197	2688
198	2662
199	2649
200	3128
201	3096
202	3127
203	2222
204	2309
205	2718
206	2714
207	2693
208	3089
209	3058
210	2178
211	2048
212	1911
213	1934
214	1940
215	1946
216	2246
217	1446
218	2228
219	2057
220	1906
221	1754
222	1734
223	1698
224	890
225	1665
226	1613
227	1496
228	1371
229	1237
230	1215
231	1172
232	1135
233	1665
234	1598
235	1509
236	1426
237	1335
238	1349
239	1363
240	1371
241	1644
242	1817
243	1842
244	1851
245	1867
246	1885
247	1895
248	1914
249	2157
250	2279
251	2298
252	2173
253	2079
254	1950
255	1971
256	2007
257	2183
258	2281
259	2303
260	2097
261	1909
262	1748
263	1750
264	1753
265	1760
266	1773
267	1774
268	1734
269	1766
270	1742
271	1699
272	1657
273	1606
274	1576
275	1577
276	1537
277	1508
278	1437
279	1414
280	1413
281	1522
282	1577
283	1549
284	1487
285	1415
286	1372
287	1368
288	1387
289	1415
290	1458
291	1466
292	1472
293	1566
294	1592
295	1575
296	1547
297	1497
298	1444
299	1441
300	1436
301	1466
302	1487
303	1467
304	1491
305	1545
306	1555
307	1528
308	1499
309	1453
310	1417
311	1404
312	1410
313	1449
314	1472
315	1467
316	1474
317	1498
318	1496
319	1476
320	1472
321	1373
322	1281
323	1246
324	1250
325	1232
326	1240
327	1251
328	1248
329	1246
330	1242
331	1232
332	1235
333	1233
334	1255
335	1252
336	1269
337	1212
338	1189
339	1164
340	1165
341	1119
342	1117
343	1110
344	1092
345	1072
346	1061
347	1073
348	1106
349	1055
350	1016
351	1024
352	1144
353	1154
354	1158
355	1151
356	1145
357	1140
358	1152
359	1144
360	1160
361	1155
362	1135
363	1140
364	1147
365	1125
366	1104
367	1112
368	1175
369	1164
370	1159
371	1144
372	1137
373	1128
374	1131
375	1151
376	1157
377	1130
378	1086
379	1167
380	1176
381	1147
382	1130
383	1134
384	1173
385	1159
386	1165
387	1164
388	1136
389	1142
390	1147
391	1152
392	1153
393	1141
394	1118
395	1155
396	1169
397	1147
398	1135
399	1134
400	1134
