1	141
2	181
3	299
4	322
5	420
6	434
7	516
8	501
9	530
10	518
11	543
12	533
13	543
14	529
15	513
16	491
17	737
18	798
19	1983
20	2293
21	4207
22	4717
23	5321
24	5494
25	5699
26	5664
27	5728
28	5673
29	5692
30	5645
31	5685
32	5593
33	5625
34	5604
35	5714
36	5921
37	6379
38	6642
39	7786
40	7976
41	8244
42	8280
43	8409
44	8354
45	8494
46	8351
47	8368
48	8038
49	7825
50	7421
51	7181
52	6891
53	6939
54	6843
55	7194
56	7449
57	7891
58	7876
59	8043
60	8001
61	8140
62	8063
63	8128
64	8003
65	7973
66	7731
67	7666
68	7392
69	7320
70	7201
71	7258
72	7260
73	7649
74	7609
75	7895
76	7847
77	7972
78	7883
79	8026
80	7917
81	8015
82	7839
83	7879
84	7732
85	7694
86	7503
87	7572
88	7441
89	7593
90	7600
91	7764
92	7712
93	7930
94	7860
95	7975
96	7849
97	7960
98	7896
99	7930
100	7837
101	7864
102	7665
103	7728
104	7626
105	7678
106	7615
107	7803
108	7720
109	7850
110	7762
111	7958
112	7838
113	7905
114	7816
115	7852
116	7703
117	7815
118	7684
119	7728
120	7648
121	7742
122	7629
123	7731
124	7673
125	7810
126	6246
127	7791
128	7692
129	7730
130	7610
131	7652
132	7447
133	5908
134	6562
135	7307
136	7139
137	7175
138	7023
139	7073
140	5471
141	7031
142	6910
143	6913
144	6767
145	6825
146	6712
147	5204
148	5805
149	6560
150	6425
151	6821
152	6651
153	6680
154	5052
155	6597
156	6474
157	6478
158	7252
159	7275
160	7134
161	5629
162	6279
163	7018
164	6817
165	7253
166	7063
167	7165
168	5694
169	7164
170	6947
171	6924
172	7160
173	7076
174	6967
175	5678
176	6333
177	7077
178	6892
179	7314
180	7122
181	7134
182	5527
183	6938
184	6812
185	6745
186	7034
187	6981
188	6901
189	5520
190	6115
191	6864
192	6862
193	7304
194	7164
195	7172
196	5571
197	5506
198	5443
199	5362
200	5271
201	5177
202	5142
203	4525
204	5184
205	5073
206	5147
207	5506
208	5429
209	5490
210	4994
211	5722
212	5694
213	5622
214	5584
215	5474
216	5412
217	4532
218	5178
219	5064
220	4950
221	5227
222	5117
223	5019
224	4444
225	5225
226	5313
227	5463
228	5484
229	5498
230	5482
231	4696
232	5398
233	5322
234	5241
235	5124
236	5021
237	4913
238	3294
239	4759
240	4655
241	4611
242	4962
243	4899
244	4944
245	4139
246	4867
247	4846
248	4841
249	5244
250	5209
251	5188
252	4379
253	5052
254	4950
255	4847
256	5204
257	5124
258	5081
259	3655
260	5124
261	4995
262	4911
263	5228
264	5152
265	5156
266	3727
267	5216
268	5161
269	5048
270	4938
271	4816
272	4784
273	3335
274	4827
275	4772
276	4661
277	4579
278	4443
279	4458
280	3860
281	4657
282	4661
283	4625
284	4574
285	4563
286	4529
287	4513
288	4474
289	4470
290	4593
291	5477
292	5426
293	5353
294	4593
295	5311
296	5282
297	5427
298	5893
299	5861
300	5813
301	4916
302	5536
303	5390
304	5217
305	5090
306	4938
307	4909
308	5096
309	5014
310	4889
311	4838
312	5155
313	5098
314	5213
315	3890
316	5371
317	5386
318	5336
319	5301
320	5297
321	5228
322	5152
