1	94
2	88
3	83
4	82
5	81
6	79
7	79
8	78
9	78
10	77
11	77
12	76
13	71
14	60
15	66
16	94
17	135
18	155
19	179
20	172
21	168
22	166
23	163
24	160
25	153
26	150
27	147
28	144
29	142
30	139
31	134
32	126
33	116
34	113
35	107
36	106
37	106
38	106
39	106
40	104
41	104
42	99
43	81
44	97
45	147
46	236
47	264
48	276
49	271
50	266
51	258
52	250
53	243
54	234
55	229
56	223
57	215
58	206
59	203
60	193
61	180
62	167
63	163
64	158
65	157
66	155
67	153
68	152
69	152
70	151
71	147
72	122
73	124
74	166
75	243
76	319
77	320
78	311
79	307
80	301
81	296
82	286
83	282
84	274
85	262
86	246
87	234
88	475
89	848
90	1445
91	1937
92	2155
93	2477
94	3023
95	3463
96	3635
97	3872
98	4343
99	4698
100	4785
101	4929
102	5197
103	5635
104	6799
105	9307
106	10143
107	10251
108	11372
109	12541
110	12793
111	13078
112	13252
113	13811
114	14002
115	14136
116	15076
117	17025
118	17715
119	17778
120	18430
121	18993
122	18896
123	18957
124	19153
125	19456
126	19324
127	19340
128	20199
129	21340
130	21683
131	21369
132	20944
133	20045
134	19974
135	20361
136	20276
137	19915
138	19709
139	19989
140	25200
141	24949
142	25245
143	25584
144	25285
145	24635
146	24027
147	24110
148	27538
149	27043
150	27278
151	27765
152	27924
153	27881
154	22506
155	27912
156	28499
157	27571
158	27190
159	27165
160	26892
161	20473
162	26370
163	27806
164	27502
165	27175
166	26881
167	25485
168	19438
169	22822
170	24995
171	25379
172	24870
173	24372
174	24056
175	20209
176	22200
177	23955
178	25975
179	26107
180	25910
181	25745
182	17245
183	23431
184	23714
185	24652
186	24939
187	24682
188	24536
189	17303
190	21238
191	22048
192	23322
193	23911
194	23681
195	23594
196	13374
197	19378
198	18756
199	18530
200	18436
201	18141
202	17990
203	12858
204	16888
205	17005
206	18831
207	18834
208	19030
209	19000
210	15444
211	17273
212	17853
213	18670
214	19710
215	19865
216	20088
217	16069
218	17718
219	18320
220	18977
221	19915
222	20471
223	20649
224	15549
225	19114
226	18695
227	18777
228	18531
229	18876
230	19263
231	14222
232	17694
233	18064
234	17656
235	17124
236	16885
237	17053
238	11561
239	16340
240	16328
241	16555
242	15822
243	15458
244	15224
245	15277
246	14979
247	17518
248	18619
249	19233
250	18882
251	18705
252	18442
253	18402
254	18083
255	20138
256	21356
257	21871
258	21787
259	21609
260	20504
261	19494
262	19290
263	19416
264	19477
265	19772
266	18843
267	19281
268	18962
269	19125
270	18973
271	19135
272	18748
273	18422
274	17666
275	16893
276	15963
277	15831
278	15726
279	16901
280	17496
281	17745
282	17227
283	16662
284	15710
285	15174
286	14955
287	15066
288	15256
289	15702
290	15768
291	16627
292	17042
293	17256
294	16896
295	16603
296	15927
297	15454
298	15288
299	15342
300	15464
301	15770
302	15850
303	16459
304	16744
305	16840
306	16626
307	16387
308	15885
309	15541
310	15429
311	15474
312	15594
313	15847
314	15910
315	16337
316	16557
317	16623
318	16472
319	16300
320	15884
321	14969
322	14116
323	13838
324	13764
325	13664
326	13594
327	13551
328	13531
329	13610
330	13481
331	13277
332	13361
333	13462
334	13403
335	13481
336	13577
337	13251
338	12912
339	12773
340	12660
341	12523
342	12317
343	12049
344	12018
345	11964
346	11935
347	11983
348	12224
349	12440
350	12004
351	11502
352	11431
353	11828
354	11953
355	12124
356	12135
357	12160
358	12312
359	12227
360	12038
361	12143
362	12098
363	12013
364	12124
365	12292
366	12100
367	11833
368	11768
369	11860
370	11944
371	11914
372	11887
373	12103
374	12263
375	12307
376	12283
377	12435
378	12632
379	12207
380	11662
381	11651
382	12199
383	12238
384	12197
385	12179
386	12202
387	12192
388	12138
389	12122
390	12330
391	12367
392	12287
393	12431
394	12672
395	12429
396	12107
397	12080
398	12201
399	12439
400	12399

